id;user_rating
1016197739;0
1170406182;0
284993459;4
337288863;4
1139338323;5
1082069304;3.5
878577184;4.5
1164468822;3
421988577;3
1161538212;5
1089580662;2.5
352000376;4
1034934076;3
1034933180;4
804069802;5
363360636;3.5
525195399;4
497933996;4.5
962993853;4.5
338828953;2.5
383298204;4.5
1021239565;3
1175953961;4.5
1038796140;4
1118247592;4.5
1120547622;4.5
1035635092;3
1084644256;4
1116609570;4.5
544118997;5
1140451547;2
1037601932;5
1163925890;4.5
908071717;3.5
734256893;5
426414466;4
996246479;2.5
557153158;4
1048130311;4
309465525;4
499794670;4.5
1012032539;4.5
453629018;1
1151585389;0
530809322;3.5
821374885;4
995022521;4.5
1050339928;4.5
1161656633;4.5
913292932;4.5
899997582;4
1137419214;4.5
1048899002;5
1093360165;5
936966570;3.5
891132290;4.5
960504959;0
408233979;4.5
823869162;4.5
663068211;4.5
1111504254;0
347418999;4.5
1019442026;4.5
375239755;4
1078599766;2
1060986698;1.5
342138881;4
1061960628;3.5
905121703;4.5
1148047801;4
957212695;4
430234732;4
988953433;3.5
1137673647;4.5
304770340;4.5
757228497;4.5
1102056464;4.5
1085914246;3.5
874845056;4
1061224933;3
585599497;4
1159273771;4
503092422;5
952555810;4.5
739234325;4.5
365724094;4.5
960161732;5
1082679672;4.5
454021277;4.5
675628523;4
678448523;4.5
823443083;4.5
1088580204;4.5
834248867;4.5
840469989;4.5
311972587;4.5
984451115;4.5
1038866266;4.5
976116090;4.5
989148225;4
574375380;4.5
576588894;5
1057391061;4.5
316391924;3
1156906605;3
1135441810;4
1004871562;3
969247886;4.5
412792865;4
1055684003;4
1051927783;4.5
1017581225;4
1138121520;4
760645916;4.5
442012681;4
304878510;3.5
1055359142;5
1115415865;3
995125257;0
404990064;4.5
413936865;4.5
1085401990;5
702810576;4.5
1024306067;4.5
548580856;4.5
1108697438;4.5
473917761;4.5
914136002;4
320606217;4.5
599456126;4
599456380;4.5
410351918;4.5
1005468883;2
391767653;4.5
470412139;4
571640421;4.5
794730213;4.5
1063892879;4.5
689859603;4.5
989080135;4.5
945077360;2.5
409890132;4.5
516349924;4.5
1067848964;4
1103278932;4
1144154105;4
1091944550;3.5
1087282720;4.5
1028362533;4.5
1151680145;5
522408559;4.5
590652256;4
1143437866;2.5
1098619553;4.5
1050745469;5
1132358193;5
1116296327;5
1097172005;5
882059071;5
1115911787;5
357404131;4
616728746;4
943116454;4
943101317;4.5
364165557;4
586910133;4
1095144783;5
1142546565;4.5
1057556336;4.5
1087742191;4.5
901500107;4.5
793772904;0
1115245945;5
876217010;4.5
554245373;2.5
1040224715;2
1033645055;1
895361200;2.5
314506629;4
579581125;4
1044953131;4.5
603527166;4.5
931130399;4.5
1085543061;4.5
1157626465;4.5
1075181011;4.5
1073476012;4.5
1020119327;4.5
1112477374;4
1162255664;5
452830319;4.5
988455996;4
509993510;4.5
969044213;4
534160364;4.5
1085698206;4.5
959390742;4.5
1025313530;4
915074326;4.5
1102054727;4.5
1151562012;3
1114681193;4.5
1087075743;3.5
1104692136;4.5
447188370;2.5
1009979707;4.5
1121590741;1.5
439438619;4
991626372;5
1124123246;4.5
945434433;1.5
942003779;4.5
930574573;5
978759625;4.5
649983655;5
635573390;5
1070855108;4
911130812;4.5
991693702;1.5
529443604;4.5
1112861301;4.5
1022267439;4
480688850;2.5
944808246;4.5
953969225;4
899515785;4
1174489793;5
1051434604;4.5
1033617377;4.5
1052223765;3.5
1025000402;2.5
1151195880;1.5
1057415516;4.5
1121196185;5
1092899813;4
1127261616;0
1121910644;4
890390751;4.5
826523703;4.5
1113943452;3
820802943;4
477618130;3
1136136909;4.5
1006414665;4.5
1055274701;4.5
1176147574;4
902585800;3
978176131;3.5
1031155880;4
359917414;4.5
647804489;4.5
1100578622;5
1066752474;5
1140186382;4.5
284791396;4.5
606413051;4.5
645704840;4.5
1087685392;4.5
1163777816;4.5
892521917;4.5
593715088;4.5
970202342;4.5
1070864992;4
992004655;4.5
822701037;4
1077871641;4.5
975364678;4.5
1168399577;0
686542963;4
454316134;4
582654048;4.5
968744559;4.5
867827909;4
567533074;4.5
316025912;4
347411942;4
392788790;4
511332635;3.5
293523031;4.5
1026909621;4.5
627879091;4
627880433;5
978352903;4.5
1126935885;4.5
1022256487;4
952549036;4
1069359097;3.5
336353151;4
1074278256;3
355554941;4
852318295;4.5
1079178967;4
344542975;3
1144446958;4
922380267;4
542397575;4.5
1053605807;3.5
1126517945;4.5
1018002876;4
834315918;4.5
1072737282;4.5
363486833;3
1011562903;4.5
487162791;3.5
320599923;3
320596872;3
1076728632;3.5
804637783;4.5
804641004;4.5
600093661;4
1000593025;4
1121944763;4.5
1158517484;3.5
597426372;3
1130830362;0
1030762703;5
300704847;3.5
1007115851;4
538407602;3.5
834993441;4.5
686420990;4.5
391855805;4.5
395979574;4.5
325954996;4
767546279;4.5
476550251;0
490470296;0
424881832;4.5
1071006943;4
1072950932;4.5
1058603368;4.5
992448528;4.5
1105548368;4
642064350;4.5
1072844973;3.5
1171558918;4
1142385805;3.5
1074432267;4
1067903136;4.5
1042273323;4.5
1011193872;4
382509315;4.5
1105999795;4.5
1069737892;4.5
971215921;4
409838725;4.5
982218746;4
1135638235;5
1150901618;3
1021971213;4
943594558;4.5
576836614;4
948805709;4
948958859;4
1142657936;1
1073806361;4.5
353642901;3.5
1099152229;4
588722840;4.5
1101635974;0
324684580;4.5
962056217;4.5
958880753;0
603529731;4.5
941956069;3.5
447791438;4.5
625411864;4.5
1011987577;4
352041837;3.5
711923939;4.5
687792357;3
794729836;3.5
1080487957;4.5
407838198;4.5
381342267;4.5
1080767538;4.5
810405576;4.5
1042433429;4.5
912177018;0
906388170;0
345542655;4.5
714180827;4.5
1013780477;4
632079234;4
814466047;4
1077346638;4.5
1040671838;4
959515619;4
1001250333;4
295430577;4.5
1112481571;4
892279069;4.5
907759227;3.5
363486802;4.5
1146971602;4.5
594811233;4.5
847985808;4.5
586854309;4
921022358;4.5
611436052;4
331177714;4.5
1101445404;3
707189889;3.5
551817261;4
351986992;4.5
879908394;0
550221096;3.5
1017148055;4
1077644533;4
1121484538;3.5
1061703886;4
871458763;4
868773703;5
1093396572;4.5
1051755724;5
454136236;
1059797590;3.5
643165438;3.5
673120263;4
1111504185;4.5
1114234507;4.5
1094138419;4.5
1117621317;4.5
1097004394;4.5
1090617661;4.5
769175514;1.5
918338898;4.5
1104214157;4.5
631073589;3.5
548946769;3
1152607698;4
1178082935;5
1153515245;5
1088242281;4.5
1010587367;4
1078560217;3.5
932315244;4
1105918031;4
1025297873;4.5
1103570293;4.5
309527804;3.5
933623806;4.5
1076700027;4
552330708;3.5
649820448;3.5
564247778;4.5
1146828763;4
687877464;4.5
1118756851;4.5
640564761;4.5
972419844;3
955957721;4.5
526831380;4.5
916728593;4.5
398975927;3.5
1028464453;4.5
1072456036;4
1145465310;4
969211750;4.5
944808252;4
963034692;4.5
1044950341;3
459660048;4
354655665;4
432849519;4.5
1039728737;2.5
1075853478;2
1071879826;4.5
984731733;0
1080980064;4
1024850260;0
1152267556;4
366562751;3.5
1144133049;0
1060599603;4.5
625985591;4.5
979967712;5
335709058;4
662001778;4
1079971086;4.5
971608996;3
681966300;4
512939461;4.5
1083442831;3.5
965084468;0
329981776;4.5
1093405374;4.5
916281743;5
568141784;4.5
1156875272;1.5
913427709;2
1123132173;4.5
1074251093;0
431229633;3.5
1078967478;4
852912420;4.5
838455884;4
1161251105;3
525176875;5
313199385;3.5
726147252;4.5
390577714;2.5
839210443;4.5
916540089;5
1135518748;5
1139704246;4
1075820557;4
1126723825;4.5
1072159054;4
1140495295;5
1118676232;4.5
1061143997;4
1148931050;4.5
549027629;4.5
1164013670;4.5
858919777;0
1145275343;2.5
1041873285;4.5
1128233478;4.5
1033873301;5
1089193839;4.5
878659964;3.5
1065221752;4
1063928863;4.5
1103804173;4.5
397049430;4.5
585259203;4.5
1002132680;4.5
546688555;3
735434007;3
362179828;3.5
424912055;4.5
382013715;2.5
977159568;0
1021102353;4.5
435913585;4.5
1127454806;4.5
1001989098;4.5
1035582408;4
517989834;4.5
1081295232;0
1058023292;4
1086799932;4.5
1044848003;4.5
814977594;4
1052035509;3.5
1063210798;4
622613679;4
1185580782;4
1095317943;5
937737946;4
379937581;4
1098207701;4.5
1035142291;3
993570169;4.5
718153412;4.5
1043269825;4
1069162618;4.5
1094744773;4.5
999771588;4
1049234587;3.5
1136753739;4.5
1097885049;4
950386914;4
1161739347;4.5
1176877177;4.5
908519492;4
1064078609;4.5
1059302662;3.5
1156123904;3.5
1124073720;4.5
1137693912;4
982819497;4.5
527219710;5
916365675;3
1010604522;4
1108384425;4.5
935306292;4
568731681;0
989442029;0
1052650787;0
1064087245;0
1155038987;0
860620713;4.5
357828853;4.5
892320294;3.5
401644893;4
982235342;4
1118918368;4
980307863;4
1033076651;4
681942253;4
1072364990;3.5
554936942;3.5
416345444;4
417373312;4.5
623158699;4.5
531325150;4.5
430152294;4
1182568288;3
444947784;4
1037420924;4.5
421998342;4
379983299;3.5
1089336971;4.5
1037414606;4
985927350;3
1148457316;4.5
1021496959;4
372513032;4.5
1137155107;3.5
1015000630;3.5
438314348;4.5
504575083;4.5
1116876789;4.5
1123434406;4.5
1124836530;5
1116164772;4
951971414;4
861891048;4.5
1043689670;4.5
1087433788;4.5
1055397979;4.5
1011714860;4.5
1099862552;4.5
1050831202;4.5
1097114930;4.5
1034630958;4.5
1068366937;4.5
1090276143;4.5
1053388964;4.5
483353496;5
940596201;4.5
1120294802;4.5
1058709520;4.5
534539160;4.5
577499909;4
1053807892;0
1069160488;4.5
297430070;3
932696349;3.5
415069562;4.5
468564994;4.5
468566852;4.5
346184215;3.5
1126769121;4.5
1057633985;4
1106374233;4.5
641900855;4.5
671867510;4.5
1065550288;0
727109676;3.5
828392046;3.5
355940964;4
356618664;4
336689375;4
1037160778;4.5
1126380291;3
745729888;3.5
1020273791;2.5
593042008;1
577628510;2.5
376183339;3.5
537961396;4.5
412403556;4.5
663965632;3.5
1028179601;4
1091620783;4
1033282601;4.5
1028610115;4
619517698;4
1032743715;4.5
1084084901;4
686449807;4
1031530508;4.5
420009108;4.5
572395608;4.5
524509185;4
595831580;4
304731501;4.5
794960248;4
1076751035;4
1062318595;4.5
1080973177;4.5
1161323425;2.5
1144422536;3.5
536040665;4.5
459313476;5
977256145;3.5
640364616;4.5
1062647883;4.5
1091192778;0
1119061470;0
899247664;2.5
818779127;1.5
1104911266;0
479943969;4
632827808;4.5
497788271;4.5
480805652;3.5
1031704553;0
1003996643;2
519077434;4
399355755;4
1049254261;4.5
438475005;4
314716233;3.5
1091640857;4.5
1005017298;5
407707744;4
1011129367;4.5
1069438454;4
524359189;4.5
779561331;4
1087893385;0
480375355;4.5
1006393168;4.5
1032451280;4
1076292594;4
1090552213;4
1076907164;4
396082453;4.5
398129933;4.5
1004090290;4.5
319284643;4
340779800;4.5
930777501;3
942480934;2
914189520;4.5
1132517788;5
1043824696;4.5
1126563858;4.5
1080465588;4
1129404572;4.5
491730359;4.5
1069300300;0
1001247878;4
848276233;2.5
1082594539;4.5
983868842;4.5
1043714288;4.5
908073488;4.5
1128311260;5
1001244846;4
626362411;3.5
344065205;4.5
1107537631;4.5
504201783;4.5
1007177838;4.5
1117405948;4.5
1028950091;4.5
409128287;5
894022200;4.5
1092146718;4.5
1130297669;4.5
682046579;4
367242040;4
852152318;4.5
334503000;4
377831429;4
385533456;4
1095694895;4
634885478;4.5
1108482394;5
1101582722;3
431865275;3
727466621;4.5
885792725;4.5
507937883;4.5
1144325165;4.5
970044095;4.5
392198579;4.5
901999406;4
951346423;4.5
1030522460;4
1067146012;4.5
414835676;4.5
1071633581;5
956373528;5
1161122860;3.5
869011374;4.5
1033049991;5
1140419709;4.5
1019838009;4
309025938;4.5
910738761;4
960744514;4.5
1040968715;4.5
312343159;4
479067148;4
721911537;4.5
522687241;0
463295925;0
808794344;1.5
658257516;2.5
1135867247;2
990652974;4
331004675;3.5
366195670;5
1065906948;4.5
1066632299;0
474205928;4
970721313;4.5
936966605;4
958796099;4
1166165827;0
552039496;5
918054748;5
667362389;5
520777858;4.5
944393180;4.5
1094038347;3.5
384282298;4
883144212;4
1044837432;4.5
1133241575;4.5
542180079;4
1115022026;4.5
580991034;4.5
497595276;4
317904170;3.5
389204861;3.5
345445479;3.5
466965151;4.5
450555662;2.5
940397955;5
964426709;0
937166097;3.5
919395844;3.5
924826403;4
554462411;3
933236570;4
1147002179;4
1042300762;4
1042298797;5
910608607;4.5
1065675607;2
1156258040;4
587842308;4.5
1079253434;3
970417047;4.5
969316884;4.5
1059554895;4.5
352509417;4.5
364252504;4
295646461;3.5
1041987123;3.5
529815782;2.5
544695089;4.5
364904019;3.5
933462805;4.5
1072353174;3
908842747;3
1146223410;2.5
1081690522;3.5
1088585714;2.5
1091024209;1
1037285199;4.5
950503358;0
829581836;0
596040849;0
609636705;1
1104816326;4
1055571047;4
495546638;4.5
1034995058;4.5
516820956;0
1156137155;5
1032460746;4.5
348530331;3.5
1067596534;4.5
982175678;4.5
1126382960;4
1040803415;3
1090320498;4
849095637;5
578665578;4.5
779157948;4.5
1093409783;4
1001425491;4.5
978201325;3
636485814;4.5
1047354020;2.5
565355431;3.5
432504470;4.5
500003565;3
913943275;4
1147225129;4
430920838;4.5
1112540727;2
980286865;4.5
664939913;4
871809581;4.5
1114692553;4.5
904923517;4.5
569077959;3.5
733989611;2.5
1112433234;4
439176506;4.5
989178902;4
1147923152;3.5
474595631;5
582538300;2.5
348543978;2
544007969;2
1124503295;4
1097520882;4.5
547702041;3.5
1105577194;4.5
1141308767;1
912320999;4
1042978679;0
893448956;4.5
1140935852;4.5
920054061;4.5
1054355169;4
425996445;4
1159072426;4
1049386519;4
556500145;5
1082781138;3.5
422667065;4.5
417817520;4.5
541517597;4.5
1109425556;4.5
1106542634;4
1041951266;4.5
1035690802;4
1068076031;4.5
1101436320;3
980594437;0
797809194;4
561625752;4
1111876388;2.5
556990666;4.5
893998740;4.5
916585802;5
919008215;3.5
521640648;4.5
1057925633;4.5
919097064;4
652077009;4.5
689936776;4
1069803052;4.5
1091215595;4
426382105;4
481623941;4
569632660;4.5
1119482395;4.5
730873197;4
495680460;4
476553281;4
943869618;4.5
510301841;4
748057890;4
988318940;4.5
1156121311;4.5
1043579926;4.5
1156110079;4.5
871694174;4.5
1114886979;4.5
718082838;4
893927401;4
808108897;4
434826169;4
442705759;4
556430416;4.5
521640355;4
935204856;0
536475199;4
932236332;4.5
1098834577;5
980132410;4.5
1090759947;4
1174468136;4
526011730;4
526012271;4
1097725920;5
1057889290;4.5
663820495;4
871235562;4
496218553;4
497716362;4.5
532046195;4.5
1146991999;4
1150981743;4
392538848;4.5
1061572339;4
459035295;4.5
674069291;3
1061909513;4
1176156412;4.5
1049682098;4.5
534282109;3.5
869869881;4.5
872424895;4
557285579;4.5
992140314;4
554050644;1
890358046;4
951417499;4.5
297694601;4
426072035;4
720068876;4.5
288120394;4
373311252;4
1067768015;3
1061733193;4.5
953936584;4
638689075;4.5
988737164;0
890378044;4.5
1008053853;0
306169895;4
1057554325;4.5
882248810;4
547101139;4.5
951744068;4.5
322423174;3.5
1141356008;4
1100147750;4.5
932228293;4.5
477891975;4.5
925547937;4.5
1031406492;4.5
1048831615;4.5
1085105198;4
334235181;4
536433148;4
899277186;4
961648591;3
1017447032;2.5
1058526204;4.5
948857526;4.5
517409040;4
555590884;0
1115681877;4.5
634013256;4.5
1076540771;3.5
1068266222;5
1099735932;4.5
912390687;4.5
461504587;4.5
340769953;4
593658634;4.5
1023741615;3.5
472642407;4.5
721639879;4
659283309;4.5
1005859110;3
1016915419;4.5
802889610;0
1141762073;5
1115223015;2.5
531184261;4.5
994905763;5
1076037275;4
284876795;4
651510680;4.5
723795263;4.5
1002597082;4
1129234419;4.5
904223061;4.5
1098099856;4
1142578941;4.5
1012712705;4.5
1031843950;4
1129693551;4
932441611;4.5
430856616;4
549105915;4
448142450;4.5
1130638492;4
1070999857;4.5
1108219180;3
1097200146;3.5
1025177870;4
1093326711;4
1106606457;4.5
1181601206;4.5
332568551;3
957124541;4.5
505080575;4
1056968162;4.5
939906112;4
886445756;4
305343404;4
418987775;4.5
319295332;4.5
700513526;4.5
881155044;4.5
342548956;5
940247939;4.5
768237041;4.5
346997126;3
1018355599;4
942766453;3.5
1151831172;4
988518358;4.5
463142843;4
948757156;3
1052231801;4
1086379636;4.5
1150821668;4.5
1076350557;4.5
365235835;2.5
460177396;4.5
333903271;3.5
880178264;4.5
1042322028;4.5
805869467;4.5
995112030;2
900837187;0
1078591208;4
1092704571;4.5
368677368;3
1131342792;3
1058959277;4
563103341;4.5
1075681444;5
632344648;2.5
534568162;2.5
390109631;3.5
553918524;4
504614735;2.5
388336485;3.5
792694774;0
1061009889;3.5
1063194066;4
1047666264;4
1010803520;3.5
1011000146;4.5
483910781;4.5
1018215577;4
1010999283;4.5
1010801519;4.5
1071711895;4
1136936929;4.5
1010801515;4
1003822659;4.5
694695717;3.5
1104124222;2.5
950335311;4.5
1102924965;3.5
315021242;4
955102484;1.5
1104415942;4.5
1060935829;0
542909191;4.5
1051209606;4
599608562;2.5
849145835;4.5
968953976;4.5
449945214;2.5
593306620;4.5
353665650;3.5
1049321283;2
969488951;4
1061419426;4.5
537263603;4
1086795798;3.5
1164147984;4
401643317;4
995922287;4
982936366;4
535127218;3.5
564850309;5
1094248282;1.5
504631398;3.5
312325565;4
1015077531;2.5
993435362;4.5
1019447011;3.5
671464704;4.5
1180340451;4
567141387;4.5
1121425007;3
1179213211;4.5
1163372874;2
1009227147;4.5
1082965369;4.5
1159290179;4
562989701;4.5
554597348;4.5
1095781221;4.5
1140023495;4
1134680712;4
1112701216;4
1097727390;4
573615421;2
351727428;4.5
906681058;0
948715059;4.5
413246702;0
645682444;4.5
389784247;4
1090731387;5
1084590704;4.5
1163313156;4.5
1020473684;5
380974668;4
1082958327;3
679454835;4
434832826;4.5
382617920;4.5
450987651;3
1092653320;3.5
336860594;3.5
907405413;4
947281623;2.5
343638336;3.5
482465886;4
881323364;4
953953312;4
1013551921;5
1065354746;1
648862644;4.5
615563599;4.5
840190552;4.5
1145485982;4.5
966810173;4.5
616655687;4.5
592447445;3.5
521577043;4
1088300283;5
1105291416;3
946168827;3.5
517271093;4
320300350;3.5
504835984;4.5
1119018463;3
1122172974;4
387893495;3.5
428970841;4
446408493;4
490979746;4.5
489833171;4
1142803226;4.5
519530925;4.5
1017064541;4.5
738897668;4.5
950519698;4.5
1054033219;2.5
297244048;4
410031728;4.5
1045165396;5
815218412;4.5
1007929736;4.5
1110376793;4.5
339440515;3
496177674;4.5
685310398;4.5
539943615;4.5
1036723978;4.5
581137577;0
916215494;4
343889987;3.5
1003837100;4.5
1181358720;5
1080310524;4.5
1025707485;5
1035355817;5
793096595;4
1137008076;4
1065376321;3.5
1125301530;1.5
1113883640;2
1098165513;3
1137956525;3.5
1086758579;3.5
1180885427;3
1104814161;0
952877179;3.5
1089824278;3.5
1076483949;3.5
1187838770;4.5
1187682390;4.5
1095198288;4.5
987112935;2.5
1033803652;3.5
1183856228;4
1140798536;4
1179685798;4.5
1099092384;3
1142578005;2
1116568228;2
497693461;4.5
588013838;3.5
487285735;2
1153694100;3.5
1059536022;1.5
1059634715;1.5
328011357;4
1169530248;3.5
462397814;4.5
335364882;4.5
643857704;3
950669893;3.5
1170155524;4
749046891;4.5
1083708143;4
338137227;3
1154856196;5
695948278;4.5
958763157;4.5
1058528141;5
1048542880;3
806077016;4.5
1087489471;5
584927317;4.5
1106493268;4.5
791134629;4.5
1043640363;4.5
1099703034;3.5
573516833;4.5
1133173046;4.5
917229473;4
986420993;0
1087286731;4.5
1033014013;4.5
1070057529;4.5
482910640;4
1112551222;3
1056954483;2.5
568543007;2
1044871992;4.5
462780547;2
460494135;2
429009175;4
1067458275;3
1119370883;2.5
1144018570;4
1144116292;3
1135471095;3.5
1156406002;4.5
1158667565;4
1163113876;4.5
352199775;4.5
764925064;4.5
653031147;4.5
1133749572;4.5
1170260363;5
836767708;5
857555369;4.5
323229106;4.5
539124565;5
566685699;4.5
1164891129;3.5
976063866;4.5
654898029;5
517642765;4.5
760295036;4.5
725208930;4
942413257;3.5
545993260;4
893525571;4
1076985045;4
1041512978;4.5
749078962;4.5
749083919;4.5
413511993;3
486154808;4.5
281940292;3.5
294631159;4
373515261;4
1176901281;2
368948250;4
853926670;4
910908367;3
558818638;3.5
373185673;3.5
414478124;4.5
303337299;4.5
1132201707;4
1124845146;4
1030447361;4.5
1034019709;4.5
381059732;4.5
350962117;3.5
386098453;4.5
978236345;3
331308914;3.5
934390663;4.5
1133417566;4
1082891966;4
579446739;2.5
311548709;3
433622275;4.5
639219540;0
1020581825;0
672828590;4.5
1050367912;3
1062825806;3
1141643627;3
1035161188;4
1051910636;0
310633997;4.5
1070998254;4
1068596150;4.5
898040123;4.5
1080942226;0
1054355818;3
486221305;3.5
486270850;4
624653112;4
528805631;4.5
449735650;4.5
638853147;3.5
1159900476;3
1008546049;4
506141837;4
1069468543;4
950823223;4
289894882;4
455256615;4
1146128499;4.5
494906425;1.5
320029256;3
1046432580;2.5
543032054;4
1132440751;0
1130542083;3
505365608;4.5
1135518490;4.5
922199867;4
1047821816;3
585658160;3.5
844517266;3
1082150954;4
912874848;4.5
908511009;4.5
904481505;3.5
894918913;4.5
1074470421;4.5
1082836132;3.5
306375551;2.5
1122909751;4.5
841377297;4.5
1102448236;4
968016877;3.5
669835030;3
1141154420;4.5
1138586148;4.5
373903654;2.5
543119010;4.5
530621395;4.5
836071680;4.5
908384544;4.5
1109545844;3.5
1022023000;3
1165109912;4.5
959327054;4
1073286211;4.5
1079843974;4.5
1080497972;2.5
987733557;4.5
334989259;4
948618479;0
1022844131;0
1086391724;4.5
1000559499;4.5
1091366179;4.5
937258914;4
1078160821;4.5
550946484;5
1153883316;4.5
1077864246;4
543054341;4
645746786;5
994855806;4.5
1030792602;4.5
1118406919;4.5
708600202;4.5
1076615810;4.5
922488002;4.5
414002091;4
846073598;4.5
979759584;4.5
804379658;4.5
1078643602;4.5
1105834924;4.5
915249334;4
981093617;4.5
1010677881;4.5
979092836;4.5
965137032;2.5
823518885;3
310303959;4
623789705;4
914673497;4.5
401301276;4.5
879828836;4.5
859204347;4.5
1055570687;4.5
869329921;4
1101691540;4.5
321369231;4
355524910;4.5
596677177;4
981535263;3.5
1011788068;4.5
1125608061;3
613464159;3
980384565;4.5
1141895945;4
1074311276;3
631446426;4.5
461123279;4.5
879157782;4
1011396240;2.5
640199958;3.5
551798799;4
909349642;4
941421328;4.5
775402833;4.5
1174999653;4
581920331;4.5
736179781;4.5
881270303;4
969447496;4.5
731629156;3
1063149922;4.5
807416704;5
882931712;3
608847384;5
1051195210;0
328415391;3.5
577586159;4
286058814;4
628677149;4.5
967422975;4
1090292301;4.5
946099227;4.5
937236311;2
555916407;4.5
1038653883;4.5
284910350;4
987237335;3
910159225;4.5
567767430;5
653453499;4.5
1141280841;3
1085461253;4.5
785725887;4
517871755;4.5
1044550538;5
811397653;4
949281035;4
1136617049;4.5
863844475;4.5
768469908;4.5
394075284;4
895506023;4
471347413;3.5
544007664;2.5
936971630;4.5
1017492454;3.5
1006408029;4
1106558008;4.5
962713931;4
1033229197;5
816821851;4.5
1068378177;5
1047713752;4
839897809;4.5
934003228;4
398954883;4
1126269043;4
990692830;4.5
445850671;4
1120991202;4
392988420;5
547951480;4.5
1040523600;4.5
717545062;3
437025413;3.5
584485870;3.5
1086101495;3.5
1046598440;4
1089982285;4.5
1012274888;4.5
465694275;4.5
1161836152;3.5
520978510;4
1068416637;4.5
838848566;4
955170175;4.5
951364656;4.5
310738695;4.5
1146138135;5
933199580;3
1022301472;4.5
1070492711;4.5
845918296;4.5
1057844059;4.5
892092770;4.5
1121545201;4
529652920;4.5
1108340786;3.5
304871622;4
454781476;4.5
433596395;3.5
380932800;3.5
1050017714;4.5
1113205946;0
1052726188;4.5
